numero;nom;plan_eau;municipalite;mrc;categorie;lat;lon;url_fiche
X0005095;nan;Chaput, Lac / Trib.45D.46M.12S.-74D.29M.01S.;Wentworth-Nord;Les Pays-d'en-Haut;Petit barrage;45.767111;-74.487278;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005096;nan;Trib.45D.45M.25S.-74D.28M.44S.;Wentworth-Nord;Les Pays-d'en-Haut;Faible contenance;45.759556;-74.485278;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005097;nan;Trib.45D.45M.25S.-74D.28M.44S.;Wentworth-Nord;Les Pays-d'en-Haut;Faible contenance;45.758639;-74.483003;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005098;nan;Trib.45D.45M.25S.-74D.28M.44S.;Wentworth-Nord;Les Pays-d'en-Haut;Forte contenance;45.757883;-74.481481;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005099;nan;;Wentworth-Nord;Les Pays-d'en-Haut;Petit barrage;45.75825;-74.481583;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005100;nan;Ouest, Rivière de l';Wentworth-Nord;Les Pays-d'en-Haut;Faible contenance;45.759211;-74.476841;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005103;nan;Manon, Lac / Trib.45D.54M.10S.-74D.18M.55S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Faible contenance;45.904488;-74.32239;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005104;nan;Trib.45D.54M.10S.-74D.18M.55S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Faible contenance;45.904766;-74.319334;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005105;Dupré, Barrage;Dupré, Lac / Trib.45D.46M.25S.-74D.19M.33S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Faible contenance;45.930045;-74.42156;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005106;nan;Sainte-Marie, Petit Lac / Trib.45D.55M.44S.-74D.24M.03S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Forte contenance;45.929767;-74.40156;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005107;nan;Iroquois, Lac / TRIB.45D.54M.38S.-74D.15M.29S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Forte contenance;45.931711;-74.398226;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005108;nan;Sioux, Lac / TRIB.45D.54M.38S.-74D.15M.29S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Petit barrage;45.936434;-74.397115;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005109;nan;Coeur, lac du / TRIB.45D.54M.38S.-74D.15M.29S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Forte contenance;45.938656;-74.40267;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005110;nan;F2338 / TRIB.45D.54M.38S.-74D.15M.29S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Faible contenance;45.948934;-74.390725;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005111;nan;;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Forte contenance;45.947556;-74.370222;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005112;nan;Pins, Lac des / Trib.45D.55M.33S.-74D.19M.00S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Forte contenance;45.926978;-74.289525;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005113;nan;Pins, Lac des / Trib.45D.55M.33S.-74D.19M.00S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Forte contenance;45.927911;-74.285183;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005114;nan;Elvire, Lac / Trib.45D.58M.06S.-74D.19M.48S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Forte contenance;45.9565;-74.327611;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005115;nan;Larose, Lac / Trib.45D.58M.06S.-74D.19M.48S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Faible contenance;45.957283;-74.32625;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005117;nan;Beausoleil, Lac / Trib.45D.58M.36S.-74D.19M.20S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Faible contenance;45.981434;-74.327389;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005118;nan;Saumon, Lac / Trib.45D.58M.36S.-74D.19M.20S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Faible contenance;45.9931;-74.30572;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005119;nan;DECHARGE DU LAC DES SABLES;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Petit barrage;46.005878;-74.328777;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005120;nan;DECHARGE DU LAC DES SABLES;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Faible contenance;46.007267;-74.344055;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005121;nan;DECHARGE DU LAC DES SABLES;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Faible contenance;46.001472;-74.324;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005123;nan;Trib.45D.59M.11S.-74D.21M.53S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Faible contenance;45.982056;-74.402194;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005124;nan;Bruyère, Lac / Trib.46D.00M.07S.-74D.23M.43S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Forte contenance;45.996434;-74.402669;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005125;nan;Travers, Lac / Mulets, Rivière aux;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Petit barrage;46.00949;-74.390724;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005127;nan;Bois Franc, Lac / Trib.45D.58M.18S.-74D.20M.16S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Petit barrage;45.964489;-74.342112;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005128;nan;Huguette, Lac / Trib.45D.57M.48S.-74D.21M.22S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Forte contenance;45.962823;-74.356835;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005129;nan;Maryse, Lac / Trib.45D.58M.21S.-74D.20M.20S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Faible contenance;45.962267;-74.367668;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005130;nan;Chantal, Lac / Trib.45D.58M.21S.-74D.20M.20S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Faible contenance;45.965323;-74.361557;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005131;nan;Long, Lac / Trib.45D.58M.47S.-74D.21M.11S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Forte contenance;45.976434;-74.356279;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005132;nan;Curé, Lac du / Trib.45D.58M.21S.-74D.20M.20S.;Saint-Adolphe-d'Howard;Les Pays-d'en-Haut;Petit barrage;45.967886;-74.353014;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005136;nan;Canardière, Lac de la / Lachapelle, Ruisseau;Val-Morin;Les Laurentides;Petit barrage;45.990599;-74.224606;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005137;nan;Lavoie, Lac / Trib.46D.00M.20S.-74D.12M.53S.;Val-Morin;Les Laurentides;Faible contenance;45.994028;-74.218;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005138;nan;Alverna, Lac / Trib.46D.00M.20S.-74D.12M.53S.;Val-Morin;Les Laurentides;Forte contenance;45.998932;-74.215161;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005142;nan;Lachapelle, Ruisseau;Val-Morin;Les Laurentides;Petit barrage;46.008932;-74.195993;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005143;nan;Dream, Lac / Lachapelle, Ruisseau;Val-Morin;Les Laurentides;Faible contenance;46.010238;-74.200216;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005145;nan;Lachapelle, Ruisseau;Val-Morin;Les Laurentides;Faible contenance;46.007821;-74.210716;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005146;nan;Lachapelle, Ruisseau;Val-David;Les Laurentides;Faible contenance;46.007972;-74.236944;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005147;Vieille-Ménard, Barrage de la;Trib.46D.01M.39S.-74D.12M.55S.;Val-David;Les Laurentides;Petit barrage;46.025043;-74.226272;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005148;nan;Green Valley, Lac / Lachapelle, Ruisseau;Val-David;Les Laurentides;Forte contenance;46.00671;-74.217661;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005150;nan;Trib.46D.01M.39S.-74D.12M.55S.;Val-David;Les Laurentides;Faible contenance;46.026154;-74.215994;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005151;nan;Sapinière, Lac la / Doncaster, Ruisseau;Val-David;Les Laurentides;Forte contenance;46.028377;-74.201549;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005153;nan;Trib.46D.02M.02S.-74D.11M.53S.;Val-David;Les Laurentides;Faible contenance;46.034488;-74.174881;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005157;nan;Doncaster, Ruisseau;Val-David;Les Laurentides;Faible contenance;46.041432;-74.201549;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005158;nan;Campeau, Lac / Trib.46D.02M.40S.-74D.11M.55S.;Val-David;Les Laurentides;Faible contenance;46.047266;-74.197104;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005159;nan;Trib.46D.02M.40S.-74D.11M.55S.;Val-David;Les Laurentides;Faible contenance;46.051155;-74.216827;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005160;nan;Barbara, Lac / Trib.46D.02M.59S.-74D.13M.02S.;Val-David;Les Laurentides;Faible contenance;46.05171;-74.216549;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005161;nan;Trib.46D.02M.59S.-74D.13M.02S.;Val-David;Les Laurentides;Faible contenance;46.052266;-74.21016;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005162;nan;Doncaster, Ruisseau;Val-David;Les Laurentides;Faible contenance;46.055321;-74.181548;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005163;nan;Doncaster, Ruisseau;Val-David;Les Laurentides;Faible contenance;46.056989;-74.180436;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005165;nan;Trib.46D.03M.39S.-74D.10M.44S.;Val-David;Les Laurentides;Faible contenance;46.062821;-74.17877;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005166;nan;Doncaster, Ruisseau;Val-David;Les Laurentides;Faible contenance;46.064488;-74.187381;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005169;nan;Trib.46D.16M.48S.-75D.05M.17S.;Sainte-Lucie-des-Laurentides;Les Laurentides;Faible contenance;46.07475;-74.175667;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005170;nan;Ouimet, Lac / Trib.45D.57M.47S.-74D.15M.13S.;Val-David;Les Laurentides;Petit barrage;45.979488;-74.260441;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005171;nan;;Lantier;Les Laurentides;Faible contenance;46.141833;-74.277167;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005172;nan;Quévillon, Rivière;Lantier;Les Laurentides;Petit barrage;46.155599;-74.260717;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005173;nan;Quévillon, Rivière;Lantier;Les Laurentides;Faible contenance;46.146432;-74.252939;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005175;nan;Tyrol, Lac / Trib.46D.09M.25S.-74D.16M.55S.;Lantier;Les Laurentides;Forte contenance;46.162917;-74.271917;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005176;nan;F2269 / Trib.46D.08M.32S.-74D.13M.58S.;Lantier;Les Laurentides;Faible contenance;46.143654;-74.213493;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005177;nan;Trib.46D.10M.35S.-74D.14M.52S.;Lantier;Les Laurentides;Faible contenance;46.175599;-74.261273;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005178;nan;F2271 / Trib.46D.10M.35S.-74D.14M.52S.;Lantier;Les Laurentides;Faible contenance;46.176155;-74.259884;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005179;Montagne-Noire, Barrage de la;Montagne Noire, Lac de la / Nord, Rivière du;Lantier;Les Laurentides;Forte contenance;46.182556;-74.276444;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005182;nan;Trib.46D.05M.45S.-74D.07M.32S.;Sainte-Lucie-des-Laurentides;Les Laurentides;Faible contenance;46.088932;-74.123213;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005185;nan;Swell, Lac / Trib.46D.06M.00S.-74D.12M.01S.;Sainte-Lucie-des-Laurentides;Les Laurentides;Faible contenance;46.086432;-74.185715;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005187;nan;Doncaster, Ruisseau;Sainte-Lucie-des-Laurentides;Les Laurentides;Faible contenance;46.075056;-74.174861;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005188;nan;Wellie-Huot, Lac à / Trib.46D.06M.11S.-74D.16M.29S.;Sainte-Lucie-des-Laurentides;Les Laurentides;Faible contenance;46.101155;-74.217382;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005190;nan;Sarrazin, Lac / Trib.46D.07M.53S.-74D.09M.10S.;Sainte-Lucie-des-Laurentides;Les Laurentides;Petit barrage;46.11921;-74.193492;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005191;nan;Trib.46D.07M.53S.-74D.09M.10S.;Sainte-Lucie-des-Laurentides;Les Laurentides;Faible contenance;46.128377;-74.175992;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005193;nan;Wilson, Lac / Trib.45D.45M.13S.-74D.28M.40S.;Sainte-Lucie-des-Laurentides;Les Laurentides;Faible contenance;46.137583;-74.197028;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005194;nan;F2263 / Trib.46D.08M.32S.-74D.13M.58S.;Sainte-Lucie-des-Laurentides;Les Laurentides;Faible contenance;46.145128;-74.205225;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005195;nan;Trib.46D.08M.32S.-74D.13M.58S.;Sainte-Lucie-des-Laurentides;Les Laurentides;Petit barrage;46.150877;-74.185992;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005196;nan;Dufresne, Rivière;Sainte-Lucie-des-Laurentides;Les Laurentides;Petit barrage;46.196432;-74.200159;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005197;nan;Sables, Petit lac des / Trib.46D.01M.21S.-74D.17M.15S.;Sainte-Agathe-des-Monts;Les Laurentides;Forte contenance;46.023377;-74.293219;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005198;nan;Byette, Lac;Sainte-Agathe-des-Monts;Les Laurentides;Faible contenance;46.043417;-74.280472;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005199;nan;Légaré, Lac / Trib.46D.03M.37S.-74D.16M.23S.;Sainte-Agathe-des-Monts;Les Laurentides;Faible contenance;46.055599;-74.274329;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005201;Papineau, Barrage;Papineau, Lac / Trib.46D.07M.23S.-74D.17M.31S.;Sainte-Agathe-des-Monts;Les Laurentides;Faible contenance;46.127167;-74.306889;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005202;Ludger, Barrage;Ludger, Lac / Trib.46D.06M.57S.-74D.16M.44S.;Sainte-Agathe-des-Monts;Les Laurentides;Forte contenance;46.118944;-74.275528;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005203;Ludger, Digue;Ludger, Lac / Trib.46D.06M.57S.-74D.16M.44S.;Sainte-Agathe-des-Monts;Les Laurentides;Forte contenance (parent);46.118083;-74.272972;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005204;Sables, Barrage des;Sables, Lac des / DECHARGE DU LAC DES SABLES;Sainte-Agathe-des-Monts;Les Laurentides;Forte contenance;46.053;-74.308139;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005205;nan;;Sainte-Agathe-des-Monts;Les Laurentides;Faible contenance;46.008933;-74.28683;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005206;nan;DECHARGE DU LAC DES SABLES;Sainte-Agathe-des-Monts;Les Laurentides;Faible contenance;46.014211;-74.285441;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005207;nan;;Sainte-Agathe-des-Monts;Les Laurentides;Faible contenance;46.017433;-74.282302;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005209;nan;Trib.46D.02M.40S.-74D.11M.55S.;Sainte-Agathe-des-Monts;Les Laurentides;Petit barrage;46.052266;-74.242661;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005210;nan;F2264 / Trib.46D.02M.59S.-74D.13M.02S.;Sainte-Agathe-des-Monts;Les Laurentides;Petit barrage;46.05421;-74.220716;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005211;nan;F2266 / Trib.46D.02M.40S.-74D.11M.55S.;Sainte-Agathe-des-Monts;Les Laurentides;Petit barrage;46.070044;-74.233772;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005212;nan;Brunet, Lac / Trib.46D.05M.58S.-74D.13M.38S.;Sainte-Agathe-des-Monts;Les Laurentides;Forte contenance;46.083444;-74.222111;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005215;nan;F2270 / Trib.46D.07M.23S.-74D.17M.31S.;Sainte-Agathe-des-Monts;Les Laurentides;Faible contenance;46.134766;-74.342388;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005217;nan;Trib.46D.07M.43S.-74D.19M.22S.;Sainte-Agathe-des-Monts;Les Laurentides;Petit barrage;46.128099;-74.323776;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005218;nan;F2261 / Trib.45D.47M.19S.-74D.36M.20S.;Sainte-Agathe-des-Monts;Les Laurentides;Petit barrage;46.112821;-74.370722;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005222;nan;Trib.46D.07M.43S.-74D.19M.22S.;Sainte-Agathe-des-Monts;Les Laurentides;Petit barrage;46.12171;-74.334332;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005224;nan;A6826 / Trib.46D.04M.39S.-74D.18M.27S.;Sainte-Agathe-des-Monts;Les Laurentides;Petit barrage;46.111433;-74.326831;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005226;Brûlé, Barrage;Brûlé, Lac / Nord, Rivière du;Sainte-Agathe-des-Monts;Les Laurentides;Forte contenance;46.082806;-74.279194;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005227;nan;Piché, Lac / Trib.46D.04M.19S.-74D.16M.43S.;Sainte-Agathe-des-Monts;Les Laurentides;Faible contenance;46.075599;-74.272662;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005228;nan;F2267 / MANITOU;Sainte-Agathe-des-Monts;Les Laurentides;Faible contenance;46.075877;-74.332664;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005230;nan;Daoust, Lac / Trib.46D.04M.11S.-74D.18.36S.;Sainte-Agathe-des-Monts;Les Laurentides;Faible contenance;46.066433;-74.322942;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005232;nan;F2262 / DECHARGE DU LAC DES SABLES;Sainte-Agathe-des-Monts;Les Laurentides;Faible contenance;46.075599;-74.314608;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005236;nan;Barker, Lac;Ivry-sur-le-Lac;Les Laurentides;Faible contenance;46.049472;-74.395083;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005241;Manitou, Barrage;Manitou, Lac / MANITOU;Ivry-sur-le-Lac;Les Laurentides;Forte contenance;46.0745;-74.336056;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005243;Pisciculture, Barrage de la;Pisciculture, Ruisseau de la;Mont-Blanc;Les Laurentides;Petit barrage;46.112821;-74.507393;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005245;nan;F2282 / Trib.46D.07M.01S.-74D.33M.19S.;Mont-Blanc;Les Laurentides;Faible contenance;46.121433;-74.522949;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005246;nan;F2004 / Trib.46D.07M.01S.-74D.33M.19S.;Mont-Blanc;Les Laurentides;Faible contenance;46.120044;-74.529061;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005248;nan;F2274 / Larose, Ruisseau;Mont-Blanc;Les Laurentides;Faible contenance;46.066711;-74.52545;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005250;nan;F2001 / Trib.46D.06M.23S.-74D.31M.33S.;Mont-Blanc;Les Laurentides;Faible contenance;46.096155;-74.509338;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005254;nan;Wellie, Lac / Trib.46D.00M.00S.-74D.34M.52S.;Mont-Blanc;Les Laurentides;Petit barrage;46.0506;-74.425724;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005255;Cornu, Barrage;Cornu, Lac / CORNU;Mont-Blanc;Les Laurentides;Forte contenance;46.090861;-74.426917;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005257;nan;Lorrain, Lac / Clair, Ruisseau;Mont-Blanc;Les Laurentides;Faible contenance;46.105044;-74.525172;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005258;nan;Pisciculture, Ruisseau de la;Mont-Blanc;Les Laurentides;Faible contenance;46.112306;-74.485083;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005259;nan;Trib.46D.06M.45S.-74D.30M.25S.;Mont-Blanc;Les Laurentides;Faible contenance;46.118333;-74.486611;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005260;nan;Brissette, Lac à / Trib.46D.07M.26S.-74D.23M.54S.;Mont-Blanc;Les Laurentides;Petit barrage;46.125043;-74.398778;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005261;nan;Colibri, Lac / Trib.46D.06M.25S.-74D.24M.05S.;Mont-Blanc;Les Laurentides;Forte contenance;46.118099;-74.43878;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005262;nan;Trib.46D.08M.17S.-74D.29M.25S.;Mont-Blanc;Les Laurentides;Faible contenance;46.129169;-74.468267;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005265;nan;Écorces, Lac des / Long, Ruisseau;Barkmere;Les Laurentides;Forte contenance;46.00338;-74.576565;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005266;nan;Richer, Lac / Trib.46D.01M.45S.-74D.26M.58S.;Montcalm;Les Laurentides;Forte contenance;46.022545;-74.443781;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005267;nan;Kelly, Crique;Montcalm;Les Laurentides;Petit barrage;45.915601;-74.452395;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005268;nan;Trib.45D.57M.06S.-74D.34M.35S.;Montcalm;Les Laurentides;Faible contenance;45.948935;-74.551842;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005269;nan;Marlow, Grand lac / Trib.45D.57M.06S.-74D.34M.35S.;Montcalm;Les Laurentides;Faible contenance;45.968658;-74.526008;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005272;nan;Trib.45D.57M.49S.-74D.36M.07S.;Arundel;Les Laurentides;Faible contenance;45.954768;-74.606844;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005273;nan;Long, Ruisseau;Arundel;Les Laurentides;Faible contenance;45.99838;-74.587121;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005274;nan;F2279 / Trib.46D.00M.00S.-74D.34M.52S.;Arundel;Les Laurentides;Petit barrage;46.015046;-74.584621;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005275;nan;F2278 / Trib.46D.00M.00S.-74D.34M.52S.;Arundel;Les Laurentides;Petit barrage;46.02199;-74.585176;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005279;nan;Trib.45D.57M.44S.-74D.38M.44S.;Huberdeau;Les Laurentides;Faible contenance;45.966713;-74.659346;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005280;nan;;Huberdeau;Les Laurentides;Faible contenance;45.984722;-74.635833;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005281;nan;Île, Lac à l';Huberdeau;Les Laurentides;Faible contenance;45.996435;-74.638622;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005287;nan;Brochet, Ruisseau du;Amherst;Les Laurentides;Faible contenance;46.013102;-74.775738;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005288;nan;Réservoir, Le / Lac Croche, Ruisseau du;Amherst;Les Laurentides;Faible contenance;46.019213;-74.740181;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005289;Moulin-Nantel, Barrage du;Trib.46D.04M.15S.-74D.50M.45S.;Amherst;Les Laurentides;Petit barrage;46.094769;-74.865186;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005290;nan;Trib.45D.56M.59S.-74D.47M.57S.;Amherst;Les Laurentides;Faible contenance;45.966158;-74.801295;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005291;nan;F2003 / Trib.46D.04M.21S.-74D.40M.19S.;Brébeuf;Les Laurentides;Faible contenance;46.075601;-74.686567;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005298;nan;;Mont-Tremblant;Les Laurentides;Faible contenance;46.127544;-74.564896;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005299;nan;Noir, Ruisseau;Mont-Tremblant;Les Laurentides;Forte contenance;46.128378;-74.578785;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005300;Rue-Émond, Barrage de la;F2280 / Trib.46D.08M.14S.-74D.36M.08S.;Mont-Tremblant;Les Laurentides;Faible contenance;46.136989;-74.592119;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005303;Lac-de-l'Aqueduc, Barrage du;Aqueduc, Lac de l' / Trib.46D.07M.01S.-74D.36M.48S.;Mont-Tremblant;Les Laurentides;Faible contenance;46.116544;-74.618903;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005305;nan;CHARTRAND / Clair, Ruisseau;Mont-Tremblant;Les Laurentides;Faible contenance;46.115044;-74.538783;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005307;nan;F2281 / Trib.46D.08M.59S.-74D.32M.28S.;Mont-Tremblant;Les Laurentides;Faible contenance;46.150322;-74.535727;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005309;nan;Trib.46D.07M.55S.-74D.36M.39S.;Mont-Tremblant;Les Laurentides;Faible contenance;46.135045;-74.626565;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005317;nan;Trib.46D.07M.01S.-74D.33M.19S.;Mont-Tremblant;Les Laurentides;Faible contenance;46.120877;-74.544617;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005318;nan;F2277 / Trib.46D.08M.59S.-74D.32M.28S.;Mont-Tremblant;Les Laurentides;Faible contenance;46.150044;-74.537394;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005319;nan;Trib.46D.08M.59S.-74D.32M.28S.;Mont-Tremblant;Les Laurentides;Faible contenance;46.14921;-74.529894;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0005322;nan;F2276 / Trib.46D.07M.01S.-74D.33M.19S.;Mont-Tremblant;Les Laurentides;Petit barrage;46.120322;-74.533228;https://www.cehq.gouv.qc.ca/barrages/default.asp
